title,author,tags,date_published,section
NPFL: Kwara overcome Remo as second stanza begins,,"['Kwara United', 'NPFL', 'Remo Stars']",4 April 2022,Sports
"EPL: Tottenham go fourth, West Ham leave Everton in relegation danger",,"['EPL', 'Everton', 'West Ham']",3 April 2022,Sports
FIFA asked to eject Iran from World Cup,,"['FIFA', 'World Cup']",3 April 2022,Sports
Chelsea’s Tuchel divorces journalist wife after 13 years,,"['Chelsea', 'Tuchel']",3 April 2022,Sports
"Drama as Bayern play with 12 players, thrash Freiburg 4-1",,"['Bayern', 'Freiburg']",3 April 2022,Sports
United goal thrills Iheanacho,,[],3 April 2022,Sports
Sparta vs Heerenveen: Okoye targets sixth league clean sheet,,[],3 April 2022,Sports
Iheanacho ends three-month goal drought,,[],3 April 2022,Sports
"Akwa 1 Rivers 1: Ayeni, Eguma delighted with shared points",,[],3 April 2022,Sports
Flamingos camp opens today as team begin preparations,,[],3 April 2022,Sports
"NPFL: Akwa, Rivers share spoils in Uyo",,[],3 April 2022,Sports
Enyimba vs Wikki : Elephants seek return to winning ways,,[],3 April 2022,Sports
MFM vs Heartland: Olukoya Boys defender targets win against Millionaires,,[],3 April 2022,Sports
W’Cup playoff: Amuneke debunks NFF’s imposition of players on S’Eagles,,"['amunike', 'FIFA']",2 April 2022,Sports
La Liga: Benzema scores two penalties as Real Madrid defeat Celta,,"['Benzema', 'Celta', 'La Liga', 'Real Madrid']",2 April 2022,Sports
Swiatek beats Osaka to win Miami Open,,"['Miami Open', 'Osaka', 'Swiatek']",2 April 2022,Sports
Man United vs Leicester: Iheanacho scores as United drop points in top-four race,,"['Leicester', 'Man United']",2 April 2022,Sports
"Man City beat Burnley 2-0, reclaim EPL top spot",,"['EPL', 'Liverpool', 'Man City']",2 April 2022,Sports
EPL: Eriksen scores as Brentford beat Chelsea first time in 83 years,,[],2 April 2022,Sports
Liverpool beat Watford 2-0 to top EPL table,,"['Liverpool', 'Watford']",2 April 2022,Sports
Four Eagles stars to watch today,,"['Emmanuel Dennis', 'Kelechi Iheanacho', 'Super Eagles stars']",2 April 2022,Sports
I would have done better than Eguavoen – Rohr,,"['Eguavoen', 'Rohr', 'Super Eagles']",2 April 2022,Sports
Moshood Abiola stadium not banned – says NFF,,"['Moshood Abiola stadium', 'NFF']",2 April 2022,Sports
Akwa vs Rivers (4pm) Champions host leaders on league restart,,"['Akwa United', 'NPFL', 'Rivers United']",2 April 2022,Sports
Cricket: Nigeria defeat Ghana by nine wickets,,['cricket'],1 April 2022,Sports
"Qatar 2022: Last World Cup chance for Messi, Ronaldo?",,"['Cristiano Ronaldo', 'Lionel Messi', 'Qatar 2022 World Cup']",1 April 2022,Sports
Full list: Qatar 2022 World Cup groups,,['Qatar 2022 World Cup'],1 April 2022,Sports
"World Cup: Ghana draw Portugal, others as US face Iran",,['2022 Qatar World Cup'],1 April 2022,Sports
Alexander-Arnold return boost Liverpool’s quadruple quest,,"['Alexander-Arnold', 'Liverpool']",1 April 2022,Sports
"Dynamo Kyiv plans Barcelona, PSG friendlies to raise funds for Ukraine",,"['Barcelona', 'Dynamo Kiev', 'PSG', 'Russia-Ukraine war']",1 April 2022,Sports
Algeria seek replay of World Cup playoff against Cameroon,,['World Cup'],1 April 2022,Sports
Tennis: Djokovic remains number one after Medvedev loses in Miami,,"['Djokovic', 'Medvedev', 'Miami Open']",1 April 2022,Sports
Tearful Osaka rallies past Bencic to reach Miami Open final,,"['Miami Open', 'Osaka']",1 April 2022,Sports
Qatar heartbreak: More pains as Eagles lose N5.6bn FIFA largesse,,['Super Eagles'],1 April 2022,Sports
"Go for top foreign coach, fans tell NFF",,"['foreign coach', 'NFF', 'Super Eagles']",1 April 2022,Sports
"Abuja pitch invasion: Security personnel unprepared to handle crowd, say experts",,"['Abuja stadium', 'Super Eagles']",1 April 2022,Sports
Ndidi will be ready for next season –Rodgers,,[],1 April 2022,Sports
Akanni lauds FG over Abuja stadium,,[],1 April 2022,Sports
"I still cherish playing against Rivaldo, Deco – Ex-Eagles star Ekwueme",,['ex-Eagles star'],1 April 2022,Sports
Ijeh not surprised by Eagles’ Qatar 2022 ouster,,['Ijeh'],1 April 2022,Sports
Chukwueze doubtful for Levante clash,,['Chukwueze'],1 April 2022,Sports
Aruna garners ranking points after Qatar’s semis exit,,['Aruna Quadri'],1 April 2022,Sports
FIFA rankings: Eagles rise to 30th despite World Cup failure,,['FIFA Rankings'],1 April 2022,Sports
HiFL 2022 kicks off April with 60 teams,,[],1 April 2022,Sports
Hegerberg scores as Lyon set up PSG Champions League showdown,,"['Champions League', 'Hegerberg', 'Lyon', 'PSG']",1 April 2022,Sports
Premier League to introduce five subs from next season,,['English Premier League'],31 March 2022,Sports
Infantino announces third term reelection bid as FIFA president,,"['FIFA', 'Infantino']",31 March 2022,Sports
NFF fires Super Eagles’ technical crew,,"['NFF', 'Super Eagles']",31 March 2022,Sports
"Liverpool, Man Utd to clash in Bangkok as Premier League clubs resume tours",,['Chelsea vs Man Utd'],31 March 2022,Sports
"I fell and was trampled upon, recounts Abuja stadium stampede survivor",,['Moshood Abiola National Stadium'],31 March 2022,Sports
"Mexico, USA clinch World Cup tickets",,"['Mexico', 'USA', 'World Cup']",31 March 2022,Sports
NFF apologises to Nigerians over Eagles’ World Cup failure,,"['2022 Qatar World Cup', 'NFF']",31 March 2022,Sports
We found late FIFA doctor gasping near dressing room –NFF,,"['FIFA CAF officials', 'NFF', 'Nigeria vs Ghana']",31 March 2022,Sports
Osimhen upset after World Cup miss,,"['Qatar 2022 FIFA World Cup', 'Victor Osimhen']",31 March 2022,Sports
"Police arrest husband of late popular singer, Osinachi",,['Osinachi'],11 April 2022,Metro Plus
"Osun soldiers torture, force man to eat vomit, abandon corpse","
Samson Folarin and Bola Bamigbola ",[],11 April 2022,Metro Plus
"Outrage as American model kills Nigerian boyfriend, gets bail",,[],11 April 2022,Metro Plus
"Fire guts Lagos market, destroys goods, property",,[],11 April 2022,Metro Plus
Lady demands justice as Osun police gun down boyfriend,,[],11 April 2022,Metro Plus
Carpenter hides 101 cocaine parcels in children’s duvets,,[],11 April 2022,Metro Plus
Hoodlums kill tricycle operator in Delta,,[],11 April 2022,Metro Plus
"Gunmen kill Abuja Miyyeti Allah’s chairman, kidnap four",,"['gunmen', 'Miyyeti Allah']",10 April 2022,Metro Plus
BREAKING: Gunmen raze Imo justice commissioner’s country home,,['gunmen'],10 April 2022,Metro Plus
"ICPC arraigns ex-Anglican primate impersonator, others over N30.4m fraud",,['ICPC probe'],10 April 2022,Metro Plus
Anambra police arrest evangelist for attempted rape,,['Anambra Police'],10 April 2022,Metro Plus
NEMA Distributes food in Borno IDP camps,,"['Borno IDP camps', 'NEMA']",10 April 2022,Metro Plus
NDLEA intercepts 101 cocaine parcels in children’s duvets at Lagos airport,,['NDLEA'],10 April 2022,Metro Plus
Easter: Motorists driving under alcohol influence will be arrested -FRSC,,[],10 April 2022,Metro Plus
Police nab suspected armed robber in Ogun,,[],10 April 2022,Metro Plus
"Guard breaks into ex-Edo lawmaker’s home, kills cook",,['murder'],10 April 2022,Metro Plus
"Kidnapped Plateau commissioner’s wife, daughter’s whereabouts unknown –Police",,['kidnap victims'],10 April 2022,Metro Plus
"Gunmen shot businessman, abduct wife in Kogi",,['gunmen attack'],10 April 2022,Metro Plus
"Two die, three others injured in Kano building collapse",,['Building collapse'],10 April 2022,Metro Plus
"Octogenarian, three others arraigned for attempted murder",,"['attempted murder', 'murder']",10 April 2022,Metro Plus
Lawyer advocates public holiday for traditional worshippers,,[],9 April 2022,Metro Plus
MTN CEO’s father crowned Modakeke monarch,,[],9 April 2022,Metro Plus
Thieves steal 60-foot long iron bridge in India,"
Oluwasegun Babalola with Agency Report ",[],9 April 2022,Metro Plus
Easter: Enugu set to deploy 300 traffic officers,"
Oluwasegun Babalola with Agency Report ",[],9 April 2022,Metro Plus
"Man jailed 21 years for defilement, murder of four-year-old girl",,['child defilement'],9 April 2022,Metro Plus
"How we nabbed late FUOYE student’s killer, others – Ekiti police",,"[""FUOYE students' killing""]",9 April 2022,Metro Plus
"Gunmen invade Anambra cattle market, kill 20 cows, goats",,['gunmen attack'],9 April 2022,Metro Plus
Police arrest lodger over fake credit alert,,['fake credit alert'],9 April 2022,Metro Plus
"Police arrest four robbery suspects, recover cars, laptops in Rivers",,"['car robbers', 'robbery suspects']",9 April 2022,Metro Plus
"Fake corper nabbed in Bauchi orientation camp, stolen phones recovered",,"['Fake corper', 'NYSC']",9 April 2022,Metro Plus
"Dropout weeps over death sentence for robbery, rape in Akwa Ibom",,"['rape case', 'robbery']",9 April 2022,Metro Plus
"Police arrest man for killing, dismembering Osun housewife",,"['murder', 'Osun']",8 April 2022,Metro Plus
"Fake graduate infiltrates NYSC camp, steals phones",,[],8 April 2022,Metro Plus
"Gunmen attack military checkpoint in Abia, set patrol van ablaze",,"['Abia', 'gunmen', 'van']",8 April 2022,Metro Plus
"Rivers Police arrest four robbery suspects, recover cars, laptops","
Dennis Naku, Port Harcourt ","['Rivers police', 'robbery suspects']",8 April 2022,Metro Plus
"Gunmen invade Anambra cattle market, kill 20 cows, goats",,"['Anambra', 'gunmen']",8 April 2022,Metro Plus
"Dabiri-Erewa decries detention of Nigerians, others in Poland",,[],8 April 2022,Metro Plus
"Stay away from politics, NYSC tells corps members",,['NYSC'],8 April 2022,Metro Plus
Police probe murder of Katsina trader,,['Katsina'],8 April 2022,Metro Plus
"Defence headquarters admits setback, vows to secure Nigeria",,['Defence Headquarters'],8 April 2022,Metro Plus
"‘Graduates’ brutalise Osun doctors, nurses over patient’s death, Oluwo begs hospital",,"['Brutality', 'Osun doctors']",8 April 2022,Metro Plus
Ondo traders oppose govt plan to demolish complex,,['Ondo'],8 April 2022,Metro Plus
"Poisoned cows: Avoid eating beef for now, Kogi govt warns",,['Kogi'],8 April 2022,Metro Plus
"My father raped me for one year on beach, girlfriend’s house –Lagos teenager",,['rape cases'],8 April 2022,Metro Plus
12-year-old maid jumps from storey building while escaping randy boss,,['Randy man'],8 April 2022,Metro Plus
Police rescue 12 kidnapped victims in Kogi,,['Kogi kidnapped victims'],8 April 2022,Metro Plus
"Ogun youth, friend rape, kill OAU graduate, suspect’s parents celebrate arrest",,['rape cases'],8 April 2022,Metro Plus
"Osun couple abandons premature baby in hospital, govt seeks help",,"['abandoned Baby', 'Osun couple']",8 April 2022,Metro Plus
Kano court jails two civil servants for forgery,,['forgery'],8 April 2022,Metro Plus
Four Benue Catholic women returning from burial die in crash,,['auto crash'],8 April 2022,Metro Plus
"Cybercrime: Ekiti court jails three, gives fine options",,['cybercrime'],8 April 2022,Metro Plus
"Bauchi police nab man with guns, recover 59 cows, sheep",,['bandits'],8 April 2022,Metro Plus
Ogun resident burnt as two tankers explode,,"['Ogun tanker explosion', 'tanker explosion']",8 April 2022,Metro Plus
Agent remanded for defrauding Canadian visa applicant,,['Fraudsters'],8 April 2022,Metro Plus
Sexagenarian found hanged on tree in Kano,,['suicide'],8 April 2022,Metro Plus
"Delta police arrest suspected robbers, cultist, recover arms",,"['cultists', 'robbers']",8 April 2022,Metro Plus
"Don’t hide your special needs child, disability activist tells parents",,['special needs children'],7 April 2022,Metro Plus
South-East govs failed to convey Kanu’s demands to FG – Family,,['Nnamdi Kanu'],7 April 2022,Metro Plus
2023: NBA charges Nigerians to hold elected officials accountable,,[],7 April 2022,Metro Plus
One dies as two fuel tankers explode in Ogun,,"['Fuel tankers', 'Ogun']",7 April 2022,Metro Plus
"Gunmen attack Plateau IDP rebuilding houses, kill two",,['Plateau'],7 April 2022,Metro Plus
"Hisbah seizes 1,426 bottles of alcoholic beverages in Jigawa",,[],7 April 2022,Metro Plus
Train attack: CSOs call for Amaechi’s resignation,,['Amaechi'],7 April 2022,Metro Plus
"Foundation offers free medical test for Anambra sex workers, customers",,['Anambra'],7 April 2022,Metro Plus
Insecurity: Group urges FG to demilitarise Imo,,['Imo'],7 April 2022,Metro Plus
"Matawalle gifts Zamfara traditional rulers assorted cars, tasks them on security",,['Governor Bello Matawalle'],7 April 2022,Metro Plus
"How Ogun cleric slumped, died while preaching – ECWA pastor",,['Ogun pastor'],7 April 2022,Metro Plus
"Train attack: Amaechi dancing on dead victims’ graves, says group",,"['Abuja-Kaduna train attack', 'Rotimi Amaechi']",7 April 2022,Metro Plus
Police arrest four drugs dealers in Adamawa,,['Adamawa police'],7 April 2022,Metro Plus
"Lagos father smashes baby’s skull, burns house, blames evil spirits",,['murder'],7 April 2022,Metro Plus
"Suspected smugglers kill Ogun Customs officer, dump body in pit",,['smugglers'],7 April 2022,Metro Plus
Lagos bizman jailed for two years over N165m fraud,,['fraud case'],7 April 2022,Metro Plus
Police quiz caretaker over cult initiation of Lagos poly students,,['cult initiation'],7 April 2022,Metro Plus
"Plateau youths, women, protest killings, demand justice",,['Plateau killings'],7 April 2022,Metro Plus
One killed as truck crushes passenger bus in Oyo,,['truck accident'],7 April 2022,Metro Plus
55-year-old man going to market found dead on Jigawa road,,['murder'],7 April 2022,Metro Plus
NSCDC arrests 40-year-old female drug supplier in Taraba,,"['drug supplier', 'NSCDC']",7 April 2022,Metro Plus
"Rivers police nab eight suspected robbers, car snatchers",,"['Car snatchers', 'robbers']",7 April 2022,Metro Plus
LASG shuts down hospital over woman’s death during childbirth,,['Lagos hospital'],7 April 2022,Metro Plus
"107-year-old woman, teenager remanded for removing Kano boy’s eye",,"['crime', 'teenager']",7 April 2022,Metro Plus
"Rivers council raids illegal oil dump, arrests suspects",,['illegal oil refinery'],7 April 2022,Metro Plus
"Two die, two injured in ex-president Jonathan’s convoy accident",,"['accident', 'Godluck Jonathan']",6 April 2022,Metro Plus
Court remands centenarian for allegedly plucking out teenager’s eye,,['murder'],6 April 2022,Metro Plus
Burkina ex-president gets life sentence for Sankara killing,,[],6 April 2022,Metro Plus
"Man bags life imprisonment for raping UNILAG student, judge slams victim",,['rape case'],6 April 2022,Metro Plus
Court jails Ekiti Okada rider for recklessness,,['okada riders'],6 April 2022,Metro Plus
"Osun policemen accuse Cyprus-based student of Internet fraud, extort $504 crypto from victim",,['Police extortion'],6 April 2022,Metro Plus
"NDLEA operatives raid Lagos nightclub, customers allege brutality",,"['Lagos nightclubs', 'NDLEA']",6 April 2022,Metro Plus
Ogun church scatters as preacher dies during sermon,,"['Ogun pastor', 'Ritualists']",6 April 2022,Metro Plus
Rivers communities protest two years’ power outage,,['Power outage'],6 April 2022,Metro Plus
Delta community protests delay in FUTO student’s graduation,,"['Delta community', 'FUTO']",6 April 2022,Metro Plus
"Sylvester inquest: No request to test blackish substance, says toxicologist",,['sylvester oromoni'],6 April 2022,Metro Plus
"Abia ambulance, coffin drivers lament extortion, threaten strike",,['Police extortion'],6 April 2022,Metro Plus
"Seven abducted Abia varsity students released, traders kidnapped",,['kidnap victims'],6 April 2022,Metro Plus
"Cult shooting: Ibadan poly assures of safety, peace on campus",,['Ibadan polytechnic'],5 April 2022,Metro Plus
"Amotekun didn’t clash with soldiers over cows, says Ondo commander",,['Amotekun'],5 April 2022,Metro Plus
IGP orders dismissal of nine policemen for planning strike,,['IGP Usman Baba'],5 April 2022,Metro Plus
Why I wanted to jump into Lagos lagoon on my birthday  —67-year-old man,,['Lagos Lagoon'],5 April 2022,Metro Plus
Seven die as fire guts petrol station in Jigawa,,"['Jigawa', 'petrol station']",5 April 2022,Metro Plus
"Police uncover Indian hemp plantation, arrest seven suspects in Ogun","
Daud Olatunji, Abeokuta ","['Indian hemp farm', 'Ogun State', 'police']",5 April 2022,Metro Plus
Court jails man three months for snatching handbag,,"['Chief Magistrate Court', 'Ogun State']",5 April 2022,Metro Plus
Ghana applauds Nigeria’s breakthrough in biotechnology,"
Oluwasegun Babalola with Agency Report ","['biotech', 'Ghana']",5 April 2022,Metro Plus
Train attack: NRC vows to rescue hostages,,"['Abuja-Kaduna train attack', 'free hostages', 'NRC boss']",5 April 2022,Metro Plus
Medical tourism: Igbinedion varsity hospital sets up diagnostic centre,,['Igbinedion varsity teaching hospital'],5 April 2022,Metro Plus
Ex-Edo commissioner carpets Italian justice system over incarceration,,['Edo state'],5 April 2022,Metro Plus
Only intellectual struggle’ll bring better deals to Niger Delta – Dikio,,['Niger Delta'],5 April 2022,Metro Plus
Kano speaker condoles with deputy majority leader over father’s demise,,['kano'],5 April 2022,Metro Plus
"Inquest: Dowen nurse denies contact with Sylvester, pathologist affirms autopsy reports",,"['Dowen College', 'sylvester oromoni']",5 April 2022,Metro Plus
"Insecurity: It’s time for dialogue, Anambra cleric tells gunmen",,"['Anambra', 'gunmen']",5 April 2022,Metro Plus
"Brain drain: Nigeria has 315,426 doctor deficit, says NMA",,['brain drain'],5 April 2022,Metro Plus
"Three missing Abuja siblings found, police say victims abandoned, distressed",,['missing children'],5 April 2022,Metro Plus
"DSS arrests Ondo nursing mother, others for child kidnapping",,"['kidnappers', 'nursing mother']",5 April 2022,Metro Plus
"Police rescue 13 abducted Delta passengers, kill suspect",,['kidnap victims'],5 April 2022,Metro Plus
"Angry youths block Lagos-Ibadan road, protest bad governance",,['bad governance'],5 April 2022,Metro Plus
Lagos motorcycle riders clash as man stabbed during street fight dies,,['Lagos okada riders'],5 April 2022,Metro Plus
Grieving husband tackles Lagos hospital as wife dies during childbirth,,['Lagos hospital'],5 April 2022,Metro Plus
Cult war: Ogun police arrest 22 suspects in two days,,"['Cult war', 'cultists']",5 April 2022,Metro Plus
Court remands teenager for raping minor in Ondo,,"['defile minor', 'Ondo prison']",4 April 2022,Metro Plus
"IGR: NYSC launches garment factory, bakery, others in Nasarawa",,"['2022 IGR', 'Nasarawa govt', 'NYSC DG']",4 April 2022,Metro Plus
Terrorists kidnap 22 in Kaduna community after IGP’s visit,"
Godwin Isenyo, Kaduna ","['IGP Usman Baba', 'Kaduna community', 'Terrorists attack']",4 April 2022,Metro Plus
"One killed as Okada riders, hoodlums clash in Lagos",,"['Lagos', 'okada riders']",4 April 2022,Metro Plus
"NURTW crisis: Court grants Kunle Poly N1m bail, transfers case",,"['Kunle Poly', 'NURTW']",4 April 2022,Metro Plus
Police arraign Ogun teenagers over alleged attempted ram theft,,"['Ogun police', 'ram theft', 'Teenagers']",4 April 2022,Metro Plus
"Again, seven die as train derails in DR Congo",,"['DR Congo', 'Train derails']",4 April 2022,Metro Plus
Israel foils weekend terror attack as anxiety waxes,,"['Israel-Palestinian', 'Terror Attacks']",4 April 2022,Metro Plus
"Embrace dialogue, ex-NURTW boss urges parties","
Oluwasegun Babalola with Agency Report ","['Lagos NURTW clash', 'MC Oluomo']",4 April 2022,Metro Plus
"Delta police kill suspected kidnapper, rescue 13 victims",,"['Delta', 'kidnapper']",4 April 2022,Metro Plus
"Nobody can deny Nnamdi Kanu is a factor, says Soludo",,"['Chukwuma Soludo', 'Nnamdi Kanu']",4 April 2022,Metro Plus
Court stops Edo traffic mgt agency from impounding vehicles illegally,,['Edo state'],4 April 2022,Metro Plus
Niger Delta: Ex-agitators seek tenure extension for Amnesty boss Dikio,,['ex-Niger Delta agitators'],4 April 2022,Metro Plus
"Leadership crises: Osun govt intervenes, asks Benue community to end litigations",,['Osun State'],4 April 2022,Metro Plus
Abuja woman disappears with five-year-old girl after tricking brother,,['missing persons'],4 April 2022,Metro Plus
"Train attack: Obi of Onitsha travelled by road, says Council",,['Obi of Onitsha'],4 April 2022,Metro Plus
"Two die, four injured in Osun road accident",,['Osun accident'],4 April 2022,Metro Plus
Lagos poly student who fled school after cult initiation ill — Mother,,['cult initiation'],4 April 2022,Metro Plus
"Pastor’s baby killed as wife, female members fight over alleged affair with cleric",,['murder'],4 April 2022,Metro Plus
"Gunmen storm Ogun mosque, abduct policeman, two others, demand N15m",,"['gunmen attack', 'kidnappers']",4 April 2022,Metro Plus
Niger mob lynches two suspected motorcycle thieves,,"['mob attack', 'motorcycle thieves']",4 April 2022,Metro Plus
"NDLEA, Customs seize 9.5 million tramadol, N5bn narcotics",,"['drug seizure', 'NDLEA']",4 April 2022,Metro Plus
"Seven killed, 21 injured in Kwara crash, FRSC blames speeding, overloading",,"['auto crash', 'Kwara auto crash']",4 April 2022,Metro Plus
"Gunmen kill 10, injure 19 in Plateau festival attack",,"['gunmen attack', 'Plateau killings']",4 April 2022,Metro Plus
Benue revenue service alleges threat to workers’ lives by soldiers,,['Benue workers'],4 April 2022,Metro Plus
"Police rescue kidnap victim, arrest suspect in Delta",,['kidnap victims'],4 April 2022,Metro Plus
Kano govt earmarks N550m for Ramadan free feeding,,"['kano', 'Ramadan']",3 April 2022,Metro Plus
"Hiring mercenaries will compound security woes, PDP tells El-Rufai",,"['Foreign mercenaries', 'Nasir el-Rufai']",3 April 2022,Metro Plus
Gunmen set Imo LGA headquarters on fire,,['Imo State'],3 April 2022,Metro Plus
Mob sets suspected kidnapper ablaze in Kano,,['kano mob'],3 April 2022,Metro Plus
"Two dead, four injured in Osun auto crash",,"['auto crash', 'Osun']",3 April 2022,Metro Plus
10 killed as gunmen attack Plateau cultural festival,,['gunmen attack'],3 April 2022,Metro Plus
Fire guts Odo Eran plank market in Lagos,,"['Odo Eran', 'plank market']",3 April 2022,Metro Plus
Suspected cultist kills dad over sleep disturbance in Ogun,,"['Ogun State', 'Suspected cultist']",3 April 2022,Metro Plus
Vehicles destroyed as Ogun youths protest suspected smuggler’s killing of okada rider,,"['Ogun youths', 'protest', 'smuggler']",3 April 2022,Metro Plus
Family seeks help for father of four to undergo kidney transplant,,['kidney transplant'],3 April 2022,Metro Plus
Suspected cultists kill two farmers in Rivers community,,"['cultists attack', 'Rivers cultists']",3 April 2022,Metro Plus
"Police kill one, repel attack by gunmen in Ebonyi",,['gunmen attack'],3 April 2022,Metro Plus
One killed in Niger communal clash,,['communal clash'],3 April 2022,Metro Plus
Okowa congratulates Olu of Warri at 38,,"['Dr Ifeanyi Okowa', 'Olu of Warri Ogiame Atuwatse III']",2 April 2022,Metro Plus
Bauchi awards N779.8m renovation contract for state secretariat,,"['Bauchi government', 'state secretariat']",2 April 2022,Metro Plus
Communal clash claims one person in Niger,,['communal clash'],2 April 2022,Metro Plus
"Thuggery: Involve traditional rulers to tackle menace, Ibadan chief urges Makinde",,['Governor Seyi Makinde'],2 April 2022,Metro Plus
"Welcome to Otedola’s family, DJ Cuppy congratulates Mr Eazi, Temi",,"['DJ Cuppy', 'Mr Eazi', 'Temi Otedola']",10 April 2022,Entertainment
VIDEO: Singer Mr Eazi proposes to Temi Otedola,,"['Mr Eazi', 'Temi Otedola', 'Temi Otedola. Mr. Eazi']",10 April 2022,Entertainment
Celebs who recently found love,,['Celebs'],10 April 2022,Entertainment
"Tributes as Ekwueme singer, Osinachi dies at 42",,['Osinachi'],10 April 2022,Entertainment
Why many young men are scared of marriage –Ijebu,,"['Ijebu', 'Marriage']",10 April 2022,Entertainment
I dropped Portable from Canada show because of indiscipline –MC Morris,,['Portable'],10 April 2022,Entertainment
2023: I may lack money but on mission to serve Nigerians — Banky W,,"['2023 presidency', 'Banky W']",10 April 2022,Entertainment
Mavin Records celebrates women in showbiz,,"['Entertainment', 'Mavin Records']",10 April 2022,Entertainment
Gospel artistes usually careful with brands they work with –Ada Ehi,,['Gospel artistes'],10 April 2022,Entertainment
Any brand that wants to erase my tattoo not ready to work with me — DJ Sose,,"['DJ Sose', 'Entertainment']",10 April 2022,Entertainment
"My strong values keep me from controversies, says Stephanie Coker-Aderinokun",,"['Nollywood', 'Stephanie Coker-Aderinokun']",10 April 2022,Entertainment
Kizz Daniel signs new deals,,"['Entertainment', 'Kizz Daniel']",10 April 2022,Entertainment
Music industry needs better structures — Ninety,,"['Entertainment', 'music industry']",10 April 2022,Entertainment
"Losing my foster mother extremely numbing – Actress, Zainab Balogun",,['Zainab Balogun'],9 April 2022,Entertainment
"2023: I may lack money, but I’m on mission to serve Nigerians — Banky W","
Stephen Angbulu, Abuja ","['2023 elections', 'Banky W', 'House of Reps']",9 April 2022,Entertainment
It was common knowledge I fed Falegan –Nkechi Blessing,,"['Nkechi Blessing', 'Nollywood']",9 April 2022,Entertainment
Why I refused to meet D’Prince at hotel –DJ Dimplenipple,,"['D’Prince', 'Nigerian artistes']",9 April 2022,Entertainment
I won’t reveal my lover on social media till we get married –Iyabo Ojo,,"['Iyabo Ojo', 'Nollywood']",9 April 2022,Entertainment
"Fear of death made me call out Annie Idibia – Brother, Wisdom Macaulay",,"['Annie idibia', 'Nollywood']",9 April 2022,Entertainment
Juicy details of what went down at Lady Doja Otedola’s 90th birthday,,['Femi Otedola'],9 April 2022,Entertainment
"Actresses sleeping around: Davido entitled to his opinion, say Ameh, Kiitan",,"['Davido', 'Nollywood']",9 April 2022,Entertainment
"Osupa, Malaika, Currency mourn Iyanda Sawaba",,['Entertainment'],9 April 2022,Entertainment
Deankelly enlists Skales for ‘Loyal’,,['Entertainment'],9 April 2022,Entertainment
"Silva, Ozokwor, others celebrate Nigerian women in ‘Ada the Country’",,['Nollywood'],9 April 2022,Entertainment
Asa to deliver musical goodies to fans at Lagos concert,,"['Asa', 'Entertainment']",9 April 2022,Entertainment
Excel Signature plans art exhibition,,['Art Exhibition'],9 April 2022,Entertainment
Stars dazzle as ‘Real Housewives of Lagos’ premieres,,['movie premiere'],9 April 2022,Entertainment
StarTimes hosts premiere of Femi Adebayo’s ‘King of Thieves’,,"['movie premiere', 'Nollywood']",9 April 2022,Entertainment
"Bartender, Braide Ifeanyi, signs brand ambassadorial deal",,"['brand ambassadors', 'Entertainment']",9 April 2022,Entertainment
Underage pregnancy more dangerous for girls than boys – Jide Kosoko,,"['Jide Kosoko', 'teenage pregnancy']",9 April 2022,Entertainment
Nigerian artistes well regarded in Dubai –Baddyoosha,,"['Baddyoosha', 'Entertainment', 'Nigerian artistes']",9 April 2022,Entertainment
I have seen more wickedness in fans than celebs –Woli Arole,,"['Entertainment', 'Woli Arole']",9 April 2022,Entertainment
UPDATED: Will Smith banned from Oscars for 10 years,,"['Chris Rock', 'Will Smith']",8 April 2022,Entertainment
Oscars governors discuss sanctions for Will Smith over slap,,"['Chris Rock', 'Entertainment', 'Will Smith']",8 April 2022,Entertainment
"UNICEF issues scam alert against Nkechi Blessing’s ex-lover, Falegan",,"['Nkechi Blessing', 'scam alert', 'UNICEF']",8 April 2022,Entertainment
Snoop Dogg’s accuser withdraws sexual assault suit,,[],8 April 2022,Entertainment
Kanye West will always be family – Kim Kardashian,,"['Kanye West', 'Kim Kardashian']",7 April 2022,Entertainment
Veteran Nollywood actor Lari Williams for burial April 14,,['Lari Williams'],7 April 2022,Entertainment
"Actress, Ada Karl, tackles Tonto Dikeh over 15-year debt",,['Tonto Dikeh'],6 April 2022,Entertainment
"Rapper, Tory Lanez, arrested for tweeting about ex, Megan Thee Stallion",,"['Megan Thee Stallion', 'Tory Lanez']",6 April 2022,Entertainment
"My skits once had zero comments, views – Taaooma",,"['comedian', 'Taaooma']",6 April 2022,Entertainment
Comedians don’t intentionally make people feel bad – Basketmouth,,"['basketmouth', 'comedian']",6 April 2022,Entertainment
"Why my children’s faces remain hidden – Actress, Funke Akindele",,"['Funke Akindele', 'Nollywood']",6 April 2022,Entertainment
"Despite trolls from fans, Wizkid congratulates Angelique Kidjo",,"['Angelique Kidjo', 'Wizkid']",6 April 2022,Entertainment
"Grammy 2022: Wizkid congratulates Angelique Kidjo, Black coffee",,"['2022 Grammy Awards', 'Angelique Kidjo', 'Wizkid']",5 April 2022,Entertainment
"Kourtney Kardashian, Travis Barker allegedly wed in Las Vegas",,"['Kourtney Kardashian', 'Travis Barker']",5 April 2022,Entertainment
"Will Smith’s wife, Jada Pinkett, wishes hubby didn’t slap Chris Rock – Report",,"['Chris Rock', 'Jada Pinkett', 'Will Smith']",5 April 2022,Entertainment
